Artsem Kurantsou,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,2024-08-05T18:31:03Z
Artsem Kurantsou,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,2024-08-04T19:40:34Z
Artsem Kurantsou,app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,2024-08-04T19:40:34Z
Artsem Kurantsou,app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,2024-08-04T19:40:34Z
grubeli,app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,2021-11-16T14:04:57Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,2021-05-24T07:46:20Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,2021-05-24T07:45:07Z
Matthew Rollings,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2021-05-24T07:35:11Z
Scott Alexander-Bown,rootbeerlib/src/main/cpp/toolChecker.cpp,2021-05-22T13:42:21Z
Scott Alexander-Bown,rootbeerlib/src/main/cpp/toolChecker.h,2021-05-22T13:42:21Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,2021-05-21T14:40:38Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,2021-05-08T14:18:37Z
Scott Alexander-Bown,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,2021-05-08T14:18:37Z
Scott Alexander-Bown,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,2021-05-08T14:18:37Z
Slim Namouchi,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2020-07-21T13:19:44Z
Matthew Rollings,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2020-07-21T13:10:44Z
Fi5t,rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,2020-07-15T20:47:49Z
Matthew Rollings,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2020-02-07T14:44:11Z
Matthew Rollings,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2020-02-07T14:44:11Z
mat,rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,2020-02-07T09:43:09Z
mat,rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,2020-02-07T09:43:09Z
Matthew Rollings,app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,2020-02-03T20:42:40Z
Matthew Rollings,app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,2020-02-03T20:42:40Z
Matthew Rollings,app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,2020-02-03T20:42:40Z
Matthew Rollings,app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,2020-02-03T20:42:40Z
Matthew Rollings,rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,2020-02-03T20:42:40Z
Matthew Rollings,rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,2020-02-03T20:42:40Z
